sample_id,class_id,image_path,tensor_path,scene_name,scene_channel_model,scene_xml_path,scene_tx_name,scene_source,scene_loaded,scene_load_error,carrier_frequency_hz,sampling_rate_hz,num_snapshots,snapshot_duration_s,stft_window_size,stft_overlap,stft_nfft,stft_window_duration_s,stft_frequency_resolution_hz,rotor_frequency_hz,rotor_period_s,omega_rad_s,omega_h_rad_s,omega_theta_rad_s,omega_theta_over_omega_h,degree,degree_rad,body_speed_m_s,body_velocity_x,body_velocity_y,body_velocity_z,body_acceleration_x,body_acceleration_y,body_acceleration_z,blade_radius_m,num_uavs,num_rotors,num_blades_per_rotor,points_per_blade,num_scatterers,doppler_body_theory_hz,micro_doppler_max_theory_hz,doppler_support_min_theory_hz,doppler_support_max_theory_hz,stft_support_min_observed_hz,stft_support_max_observed_hz,stft_peak_observed_hz,window_ratio_Twin_over_Trot,window_strict_metric,window_check_pass,random_seed,noise_snr_db,created_time,initial_body_position_x,initial_body_position_y,initial_body_position_z,initial_rotor_phase_rad,bs_position_x,bs_position_y,bs_position_z,sample_elapsed_s,scene_channel_model,rt_solver,rt_max_depth,rt_los,rt_specular_reflection,rt_diffuse_reflection,rt_diffraction,rt_refraction,rt_snapshot_stride,rt_snapshots_solved,rt_elapsed_s,rt_total_valid_paths,rt_min_valid_paths_per_solved_snapshot,rt_max_valid_paths_per_solved_snapshot,rt_cir_sampling_frequency_hz
pitch45_v10_0008,pitch45_v10,images/pitch45_v10/pitch45_v10_0008.png,tensors/pitch45_v10/pitch45_v10_0008.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,27.245351517155658,0.036703508830500026,171.1875923415355,143.95103273591144,171.1875923415355,1.189207115002721,45.0,0.7853981633974483,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.021373188901454225,1,4,2,3,25,-1867.955078125,484.4364013671875,-2352.324951171875,-1383.5186767578125,-3359.375,1523.4375,-1875.0,0.06538884364117357,0.47767392686964416,True,20460638,26.887668324113797,2026-07-01T14:11:03+08:00,0.04169552914074193,0.040492267740840485,3.010210692982082,0.2992092140524198,-20.0,0.0,3.0,498.30615305597894,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,498.0636770520359,51200,25,25,122880000.0
pitch45_v10_0009,pitch45_v10,images/pitch45_v10/pitch45_v10_0009.png,tensors/pitch45_v10/pitch45_v10_0009.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,22.61154931588184,0.04422518713910606,142.0725544341154,119.46830172958587,142.0725544341154,1.189207115002721,45.0,0.7853981633974483,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.02156958549870838,1,4,2,3,25,-1867.9578857421875,406.3541259765625,-2274.269775390625,-1461.603759765625,-10000.0,9960.9375,-1875.0,0.05426771835811641,0.33253498761023553,True,20460639,20.31509820255723,2026-07-01T14:20:12+08:00,0.0458718812521,-0.0006723457257191492,2.978627078226912,4.795173600675577,-20.0,0.0,3.0,549.2521265760297,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,549.0056315190159,51200,25,25,122880000.0
single_blade_v0_0000,single_blade_v0,images/single_blade_v0/single_blade_v0_0000.png,tensors/single_blade_v0/single_blade_v0_0000.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,26.17518545055241,0.038204122828054146,164.46354063561176,164.46354063561176,164.46354063561176,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019362733849409907,1,1,1,1,1,-99.56239318847656,694.4062652587891,-594.8414916992188,594.8438720703125,-10000.0,9960.9375,-585.9375,0.06282044508132577,0.6578179950183105,True,20560630,26.446121580449464,2026-07-01T14:20:40+08:00,0.017763750398157876,0.010966915501170037,2.996681670924635,2.0441153329268,-20.0,0.0,3.0,27.16668100503739,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,27.069542540004477,2048,1,1,122880000.0
single_blade_v0_0001,single_blade_v0,images/single_blade_v0/single_blade_v0_0001.png,tensors/single_blade_v0/single_blade_v0_0001.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,23.216890113172006,0.04307209084099744,145.87602283748535,145.87602283748535,145.87602283748535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219423033468567,1,1,1,1,1,-76.71372985839844,674.6196136474609,-597.90576171875,597.9058837890625,-1718.75,1718.75,-546.875,0.05572053627161281,0.5668463587222227,True,20560631,33.70204201153714,2026-07-01T14:21:07+08:00,-0.009530997600642313,-0.010491205779777468,2.9785322532755116,2.604315122085915,-20.0,0.0,3.0,27.436802626005374,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,27.342911351006478,2048,1,1,122880000.0
single_blade_v0_0002,single_blade_v0,images/single_blade_v0/single_blade_v0_0002.png,tensors/single_blade_v0/single_blade_v0_0002.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,25.41296753207457,0.03934998928156918,159.6743842093628,159.6743842093628,159.6743842093628,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02106366056359034,1,1,1,1,1,-32.77949142456055,661.033031463623,-628.2538452148438,628.2535400390625,-10000.0,9960.9375,273.4375,0.06099112207697897,0.6079682433081735,True,20560632,24.547656625512364,2026-07-01T14:21:35+08:00,-0.03569705393004892,-0.0028751160205017917,2.9534168867466732,1.5170092325510869,-20.0,0.0,3.0,27.410964153008536,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,27.31554432201665,2048,1,1,122880000.0
single_blade_v0_0003,single_blade_v0,images/single_blade_v0/single_blade_v0_0003.png,tensors/single_blade_v0/single_blade_v0_0003.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,24.293386316806437,0.041163466754249436,152.6398479673958,152.6398479673958,152.6398479673958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020223514688776725,1,1,1,1,1,51.344547271728516,627.9661293029785,-576.62158203125,576.6216430664062,-1718.75,1718.75,-468.75,0.05830412716033545,0.5521112899515686,True,20560633,32.102647011710616,2026-07-01T14:22:02+08:00,-0.04360503320825117,-0.04954978254389043,2.9589247157697187,5.198931517703636,-20.0,0.0,3.0,27.568872838979587,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,27.4754088310292,2048,1,1,122880000.0
single_blade_v0_0004,single_blade_v0,images/single_blade_v0/single_blade_v0_0004.png,tensors/single_blade_v0/single_blade_v0_0004.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,26.050951366374363,0.03838631403269073,163.68295486325337,163.68295486325337,163.68295486325337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020645676103328486,1,1,1,1,1,-7.39545202255249,638.6418509483337,-631.2465209960938,631.2463989257812,-10000.0,9960.9375,-312.5,0.06252228327929847,0.6021203631123495,True,20560634,23.823648900655055,2026-07-01T14:22:30+08:00,0.02864524521610111,0.04937082582784097,2.959797901547846,4.133106634791915,-20.0,0.0,3.0,27.780047164065763,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,27.682769222999923,2048,1,1,122880000.0
single_blade_v0_0005,single_blade_v0,images/single_blade_v0/single_blade_v0_0005.png,tensors/single_blade_v0/single_blade_v0_0005.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,24.06345228949262,0.04155679692047567,151.19512986535702,151.19512986535702,151.19512986535702,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019771435466466616,1,1,1,1,1,80.54867553710938,638.9458923339844,-558.397216796875,558.396484375,-10000.0,9960.9375,-546.875,0.05775228549478228,0.5564477212898296,True,20560635,21.07205578439873,2026-07-01T14:22:58+08:00,0.02587941867121435,0.022146029657487798,2.9922995596817312,0.9718642013134584,-20.0,0.0,3.0,27.88230639300309,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,27.783565868041478,2048,1,1,122880000.0
single_blade_v0_0006,single_blade_v0,images/single_blade_v0/single_blade_v0_0006.png,tensors/single_blade_v0/single_blade_v0_0006.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,24.86402102048618,0.0402187562171087,156.22525155332315,156.22525155332315,156.22525155332315,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019692372024291558,1,1,1,1,1,-32.38664627075195,607.053150177002,-574.6672973632812,574.66650390625,-10000.0,9960.9375,-507.8125,0.05967365044916683,0.5462612990936028,True,20560636,23.958799988695592,2026-07-01T14:23:26+08:00,-0.02762850311388513,-0.046699037954916006,3.0123404133115206,4.2874800046949275,-20.0,0.0,3.0,28.12336604297161,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,28.025805890909396,2048,1,1,122880000.0
single_blade_v0_0007,single_blade_v0,images/single_blade_v0/single_blade_v0_0007.png,tensors/single_blade_v0/single_blade_v0_0007.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,25.060782461617194,0.039902983936418925,157.46154014925702,157.46154014925702,157.46154014925702,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02120493774999623,1,1,1,1,1,-46.5330696105957,670.2364387512207,-623.7030639648438,623.703369140625,-1718.75,1757.8125,351.5625,0.06014587790788126,0.6078900206011413,True,20560637,34.14337967878558,2026-07-01T14:23:54+08:00,0.003566092861846046,0.03303506884730727,3.0365353402936757,1.7389447649580585,-20.0,0.0,3.0,28.282437742920592,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,28.18933590897359,2048,1,1,122880000.0
single_blade_v0_0008,single_blade_v0,images/single_blade_v0/single_blade_v0_0008.png,tensors/single_blade_v0/single_blade_v0_0008.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,27.193513670574543,0.036773475179196,170.86188554554118,170.86188554554118,170.86188554554118,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021478109526752533,1,1,1,1,1,60.634056091308594,746.1336288452148,-685.4995727539062,685.4996337890625,-10000.0,9960.9375,-664.0625,0.0652644328093789,0.734318200474159,True,20560638,28.511214138804327,2026-07-01T14:24:23+08:00,0.0034463469677960407,0.01446464977777459,2.9502099087543745,0.23984474331525277,-20.0,0.0,3.0,28.348443555063568,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,28.25253541895654,2048,1,1,122880000.0
single_blade_v0_0009,single_blade_v0,images/single_blade_v0/single_blade_v0_0009.png,tensors/single_blade_v0/single_blade_v0_0009.npz,floor_wall,sionna_rt_pathsolver,,,,,,28000000000.0,20000.0,2048,0.1024,48,36,512,0.0024,416.6666666666667,26.459685495352876,0.037793344148993394,166.251107136994,166.251107136994,166.251107136994,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020580634171003583,1,1,1,1,1,50.5955810546875,689.7244873046875,-639.12890625,639.1282958984375,-1757.8125,1757.8125,-312.5,0.0635032451888469,0.660484567491263,True,20560639,33.682809393456694,2026-07-01T14:24:51+08:00,0.028582569567883714,-0.015422739224755302,3.047198760331364,4.456893172589456,-20.0,0.0,3.0,28.45826707407832,sionna_rt_pathsolver,sionna.rt.PathSolver,2,True,True,False,False,False,1,2048,28.36528553790413,2048,1,1,122880000.0
